id,father_id,试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,题干,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现,资源地址,解析
"0180809223ffcc1a01243381ada70228","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>M: I was informed that each equation I included in my book will have the sales when I wrote my last best-seller.</P><P>W: Wow! Then you might have sold twice as many copies!</P></div>","What does the woman mean?","","0","0","2","/resourcefile/201005/710/20100510091550312.mp3",""
"0180809223ffcc1a012433837386022a","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: I see you're working on something right now, Bob. As soon as you finish, I'd like to show you my newly-made plane model.</P><P style=""TEXT-ALIGN: justify"">M: Go ahead and show it to me. You have aroused my interest... Plus, I'm afraid you might have a long wait. I'm working on a paper.</P></div>","What does the man mean?","","0","0","2","/resourcefile/201005/710/20100510091558526.mp3",""
"0180809223ffcc1a01243385421f022c","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: So you didn't attend the tutorial discussion yesterday, either.</P><P style=""TEXT-ALIGN: justify"">M: I had to bury myself in a mountain-high pile of notebooks and reading materials, writing the term paper for Prof. Jones' &nbsp;class. You know his deadline is today.</P></div>","What did the man do yesterday?","","0","0","2","/resourcefile/201005/710/2010051009160643.mp3",""
"0180809223ffcc1a01243386706a022e","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>M: It's very nice of you to invite me to both a movie and a musical. Could you tell me again the starting time for them?</P><P>W: The movie starts at 7:30 and it lasts 90 minutes. The concert follows half an hour after the movie.</P></div>","When does the concert start?","","0","0","2","/resourcefile/201005/710/20100510091613835.mp3",""
"0180809223ffcc1a01243387e68d0230","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P>W: Why did you decide to apply for this one?</P><P>M: That's because of the commute. It takes me more than two hours to get to work right now, while your firm is within walking distance.</P></div>","Why does the man decide to change his job? ","","0","0","2","/resourcefile/201005/710/20100510091620752.mp3",""
"01808092243c692d01243f3d9ef70363","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: What&nbsp;would you do if you were in my place?</P><P style=""TEXT-ALIGN: justify"">M: If Paul were my son, I'd just not worry about him. His science teacher is giving him special help after school, so I doubt that he will fail the course.</P></div>","What are they discussing in the dialogue? ","","0","0","2","/resourcefile/201004/710/20100428165546733.mp3",""
"01808092243c692d0124413bf3da03d5","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">W:&nbsp;How is your father feeling these days?</p><p style=""text-align: justify;"">M:&nbsp;Much better, thanks. He should come home in a few days. The operation was a success and the doctors say he'll recover in no time.</p></div>","Where is the man's father now?","","0","0","2","/resourcefile/201208/710/20120828101530321.mp3",""
"0180809224491ade01244b80d81600d1","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: What kind of Chinese food would you like to have? By the way, do you know how to use chopsticks?</P><P style=""TEXT-ALIGN: justify"">W: It's a piece of cake. I used to&nbsp;live in China for five years, you know.</P></div>","What does the woman mean?","","0","0","2","/resourcefile/201101/710/20110105100117743.mp3",""
"0180809224491ade01244b8211f800d3","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: We are going to have a party when Sam's back. Can you come on Friday morning?</P><P style=""TEXT-ALIGN: justify"">M: This Friday? I have to see if I can change my schedule.</P></div>","What does the woman mean?","","0","0","2","/resourcefile/201101/710/20110105100224197.mp3",""
"0180809224491ade01244b83136700d5","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Sue, Jane&nbsp;has been feeling uncomfortable recently. Can you drive Jane and&nbsp;I to the doctor's on Monday?</P><P style=""TEXT-ALIGN: justify"">W: You can always count on me when you need help.</P></div>","What does the woman imply?","","0","0","2","/resourcefile/201101/710/20110105100302806.mp3",""
"0180809224491ade01244b8484f100d7","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: We may have a further interview next week. Please leave your resume here, I will keep in touch with you.</P><P style=""TEXT-ALIGN: justify"">W: Thanks. I'll keep my fingers crossed.</P></div>","What's the probable relationship between the two speakers?","","0","0","2","/resourcefile/201101/710/20110105100351562.mp3",""
"01808092243c692d0124413f775a03d7","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">W:&nbsp;How do you like this new coat I just bought?</p><p style=""text-align: justify;"">M: I can't understand why you need another one. You just bought&nbsp;two last month.</p></div>","How many new coats does the woman have?","","0","0","2","/resourcefile/201208/710/20120828101543997.mp3",""
"01808092243c692d012441555b4303da","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">M: Can I borrow your English textbook? I left mine in the classroom. And it was gone when I went back.</p><div><p style=""text-align: justify;"">W: That happened to me once. I'd almost given up on finding it until I checked for&nbsp;it at the lost-and-found information desk downstairs in the lobby.</p></div></div>","What does the woman imply the man should do?","","0","0","2","/resourcefile/201208/710/20120828101559933.mp3",""
"01808092243c692d01244156c4f603dc","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">M: Mary, I want to do some shopping this afternoon. I want to know whether people here bargain with the seller for a lower price. &nbsp;</p><p style=""text-align: justify;"">W: Generally speaking, no. We just pay the price of something without question.</p></div>","What is said about local people?","","0","0","2","/resourcefile/201208/710/20120828101614191.mp3",""
"01808092243c692d012441583d0903de","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p>M: I do not know if I'll be able to turn in my economics paper on time.</p><p style=""text-align: justify;"">W: Haven't you heard the professor&nbsp;has given&nbsp;us a week's extension on it?</p></div>","What does the woman mean?","","0","0","2","/resourcefile/201208/710/20120828101630210.mp3",""
"01808092243c692d0124415970ac03e0","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">W:&nbsp;I can't understand why Mary didn't telephone me.<br><br>M: She did! Didn't I tell you? She said she was sorry she couldn't come for dinner, but hoped&nbsp;she be able to next time she came to town.</p></div>","What does the man say about Mary?","","0","0","2","/resourcefile/201208/710/20120828101644945.mp3",""
"0180809224491ade01244b6e3ac100b3","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: I hear those famous colleges are very tough to get into. What are your chances of getting into&nbsp;Peking University?</P><P style=""TEXT-ALIGN: justify"">W: My chances are slim. I'd have a better chance at the local university. I'd rather be a big fish in a small pond.</P></div>","What does the woman imply?","","0","0","2","/resourcefile/201101/710/2011010510002759.mp3",""
"01808092243c692d0124415a603c03e2","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">W:&nbsp;Of all the places I have lived, including Paris, Rome and New York, I think I like San Francisco best.</p><p style=""text-align: justify;"">M:&nbsp;Well, of course. That's because it's your home. Your family and friends are there.</p></div>","Which city is the woman's hometown?","","0","0","2","/resourcefile/201208/710/20120828101658721.mp3",""
"01808092243c692d0124415b6c8003e5","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">M: I have been longing to see a Peking Opera. But I'm afraid I know nothing whatsoever about it. I will probably find it very difficult to understand.</p><p style=""text-align: justify;"">W: I don't suppose you'll find the singing easy to understand, but I will tell you the story.</p></div>","What does the woman mean?","","0","0","2","/resourcefile/201208/710/20120828101710395.mp3",""
"01808092244ca3c701244d51195c01a7","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">W: Are you going to learn to drive, Peter? I got my driver's licence last summer. It's not as difficult as many people think.</p><p style=""text-align: justify;"">M: No, I'm not. I'm afraid of breaking my neck. So I'd rather be a bus commuter.</p></div>","Why doesn't the man want to learn to drive?","","0","0","2","/resourcefile/201112/710/20111214102535763.MP3",""
"01808092244ca3c701244d4e705d01a5","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><p style=""text-align: justify;"">M: I'm told <em>The Seven Swords</em> just finished its last cut.</p><p style=""text-align: justify;"">W: Yes, it will&nbsp;be a hit, I think. Do you know when will it be on?</p></div>","What are the two speakers talking about?","","0","0","2","/resourcefile/201112/710/20111214102507114.MP3",""
"01808092243c692d012442c60d700587","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: Just a second, David. Why don't you close all the windows before you leave?</P><P style=""TEXT-ALIGN: justify"">M: Oh, I can't be bothered doing that. I'll be right back.</P></div>","What can be concluded from the conversation?","","0","0","2","/resourcefile/201003/710/2010032417451406.mp3",""
"01808092243c692d012442c917ad058b","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: You look so pale. You ought to see a doctor for your headache.</P><P style=""TEXT-ALIGN: justify"">M: I guess I should. I've been putting it off for days.</P></div>","What does the man mean?","","0","0","2","/resourcefile/201003/710/20100324174532554.mp3",""
"01808092243c692d012442c9e791058d","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: Hi, Mark, how is your&nbsp;reviewing going? The exams are coming.</P><P style=""TEXT-ALIGN: justify"">M: Oh, Gosh. I'm so slow. I'm always disturbed by such and such. Oh, I've got to pull my fingers out.&nbsp;</P></div>","What does the man imply?","","0","0","2","/resourcefile/201003/710/20100324174552657.mp3",""
"01808092243c692d012442cb2576058f","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: Oh, Ian, I'm so nervous. I've got an interview tomorrow. This is the third one and I care for this job the most.</P><P style=""TEXT-ALIGN: justify"">M: Take it easy. You can make it. I will keep my fingers crossed for you.</P></div>","How does the man comfort the woman?","","0","0","2","/resourcefile/201003/710/20100324174604517.mp3",""
"01808092243c692d012442cc5fb20592","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: Do you have any problem with your teenage children?</P><P style=""TEXT-ALIGN: justify"">M: Yes, with my daughter. She never listens to us. She and her friends just use the house like a convenient hotel, and she wears some terrible clothes.&nbsp;</P></div>","What are the two speakers talking about?","","0","0","2","/resourcefile/201003/710/20100324174616882.mp3",""
"01808092243c692d012442cd2eb30594","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: I heard our boss offered Mary a promotion, and she took it.</P><P style=""TEXT-ALIGN: justify"">W: No way. I always thought you were the best choice for that promotion.&nbsp;&nbsp;</P></div>","What does the woman mean?","","0","0","2","/resourcefile/201003/710/20100324174633573.mp3",""
"01808092243c692d012442ce01b30596","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: I wonder if you would like to hang out with me to see a movie tomorrow.</P><P style=""TEXT-ALIGN: justify"">W: That sounds great. But my mother is leaving for Paris tomorrow, and I have to see her off at the airport.&nbsp;</P></div>","What does the woman intend to do?","","0","0","2","/resourcefile/201003/710/20100324174652496.mp3",""
"01808092243c692d012442ced9870598","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: What do you enjoy doing in your spare time?</P><P style=""TEXT-ALIGN: justify"">M: Let me see. To tell the truth, I enjoy nothing better than drawing and painting.</P></div>","What are the two speakers talking about?","","0","0","2","/resourcefile/201003/710/20100324174708597.mp3",""
"01808092243c692d0124433f14a7060c","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: I'm Mike Adams. I have a reservation for tonight, and I just want to check in.</P><P style=""TEXT-ALIGN: justify"">W: Okay. Let me check here. Here's your key to your room. Just walk down this hall, and you'll see the lifts on your right.</P></div>","Where does this conversation most probably take place?","","0","0","2","/resourcefile/201004/710/2010042817191640.mp3",""
"01808092243c692d01244340cf1d060f","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Honey, the football game between Germany and Brazil is about to start. And could you bring me something to eat, like ice cream and potato chips?</P><P style=""TEXT-ALIGN: justify"">W: It's me again. Why don't you get that on your own?&nbsp;</P></div>","What is the probable relationship between the two speakers?","","0","0","2","/resourcefile/201004/710/20100428171959476.mp3",""
"01808092243c692d01244342282c0614","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: I just came to tell you I'll be laid off, so I plan to open a fashion design studio to pursue my interest. Any advice?</P><P style=""TEXT-ALIGN: justify"">M: You've been dreaming of this for so long. I'm sure you can make it.&nbsp;</P></div>","What does the man imply?","","0","0","2","/resourcefile/201004/710/20100428172050424.mp3",""
"01808092243c692d01244343d5440616","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Haven't seen you for a long time. How are you doing recently?</P><P style=""TEXT-ALIGN: justify"">W: I'm working hard for the law exams because it has been my dream to be a lawyer since I was a child. But to be a woman lawyer means I have to work much harder than men.&nbsp;</P></div>","What does the woman imply?","","0","0","2","/resourcefile/201004/710/20100428172409114.mp3",""
"01808092243c692d012443455d270618","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: <EM>Spiderman </EM>is a wonderful film, isn't it?</P><P style=""TEXT-ALIGN: justify"">M: Yes, it is. I enjoyed it very much. But what I need right now is some sleep.</P></div>","What does the man mean?","","0","0","2","/resourcefile/201004/710/20100428172450595.mp3",""
"01808092243c692d01244346f562061b","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Hello, can I help you?</P><P style=""TEXT-ALIGN: justify"">W: I'd like to report a theft. When I was walking home from work last night, a woman knocked me right off my feet, grabbed my bag, and ran off through the trees.&nbsp;</P></div>","What does the man do?","","0","0","2","/resourcefile/201004/710/2010042817252856.mp3",""
"01808092243c692d012443481190061d","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: You know that man, don't you? The one near the door I mean.</P><P style=""TEXT-ALIGN: justify"">W: He looks something like my brother-in-law, but it can't be, because Paul is in South America on business now.</P></div>","What did the woman say about the man near the door?","","0","0","2","/resourcefile/201004/710/20100428172608565.mp3",""
"01808092248e1fb101248f4043370083","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: The Toms have been thinking of buying an old house recently.</P><P style=""TEXT-ALIGN: justify"">M: Should they be doing that with all the other expenses they have?</P></div>","What does the man mean?","","0","0","2","/resourcefile/201003/710/20100324174554569.mp3",""
"01808092248e1fb101248f4256e30085","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: Second Class Return to New York, please.</P><P style=""TEXT-ALIGN: justify"">W: Here you go, sir. I'm afraid you'll have to hurry up. The train leaves at ten o'clock.</P></div>","Where does the conversation most likely take place?","","0","0","2","/resourcefile/201003/710/20100324174614459.mp3",""
"01808092248e1fb101248f47b4470087","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">W: I must catch the 12:15 bus to Boston. It's nearly 12 o'clock now. Can you manage to get me there in time?</P><P style=""TEXT-ALIGN: justify"">M: Usually it takes fifteen minutes to get to the station from here. I'll try to drive you there in 10 minutes.</P></div>","Why is the woman in a hurry?","","0","0","2","/resourcefile/201003/710/20100324174624518.mp3",""
"01808092248e1fb101248f4bc8d90089","","大学英语六级","听力短对话","Multiple Choice","试题材料","","<div id='resourceScript'><P style=""TEXT-ALIGN: justify"">M: If you are in a hurry, you can take the subway. If you want to go sightseeing, take a bus.</P><P style=""TEXT-ALIGN: justify"">W: Actually, I don't have to be at the conference before noon.</P></div>","What will the woman probably do?","","0","0","2","/resourcefile/201003/710/20100324174635226.mp3",""
